ProductCategory,CustomerCountry,CustomerContinent,Profit
Baby,"Bonaire, Saint Eustatius and Saba ",North America,2304.54
Jewelery,British Indian Ocean Territory,Asia,2818.68
Clothing,Niue,Oceania,1380
Toys,Curacao,North America,5307.83
Baby,Solomon Islands,Oceania,475.47
Shoes,Cambodia,Asia,2430.9
Jewelery,Iraq,Asia,6531.72
Shoes,Martinique,North America,575.98
Sports,Turks and Caicos Islands,North America,398.2
Jewelery,Guernsey,Europe,3459.33
Outdoors,Gambia,Africa,7947.8
Home,British Virgin Islands,North America,2669.94
Movies,Faroe Islands,Europe,907.44
Baby,United States,North America,5561.14
Clothing,British Virgin Islands,North America,3354.26
Shoes,Comoros,Africa,5259.8
Toys,Western Sahara,Africa,1423.29
Computers,Greenland,North America,260.16
Baby,Cape Verde,Africa,1021.84
Automotive,Uruguay,South America,5034.24
Grocery,Sint Maarten,North America,4905.75
Computers,Botswana,Africa,3239.82
Tools,Seychelles,Africa,1991.01
Health,Bosnia and Herzegovina,Europe,1302.6
Jewelery,Vanuatu,Oceania,1494.49
Baby,Armenia,Asia,5047.37
Shoes,Greenland,North America,2470.92
Toys,Bosnia and Herzegovina,Europe,4676.13
Clothing,Slovenia,Europe,1872.72
Kids,Bermuda,North America,118.32
Movies,Cuba,North America,75.81
Movies,Mauritania,Africa,2611.2
Kids,Macedonia,Europe,2996.25
Health,Zimbabwe,Africa,658.95
Automotive,French Guiana,South America,5491.33
Shoes,Saint Pierre and Miquelon,North America,2001.6
Automotive,Morocco,Africa,2287.38
Grocery,Bolivia,South America,182.49
Garden,Pakistan,Asia,1280.13
Games,Swaziland,Africa,1528.2
Industrial,Samoa,Oceania,684.78
Home,East Timor,Oceania,1118.07
Kids,Kiribati,Oceania,2489.41
Tools,Iraq,Asia,634.79
Computers,Macao,Asia,891.15
Music,Puerto Rico,North America,4063.17
Movies,Singapore,Asia,5034.96
Jewelery,Bhutan,Asia,1159.26
Music,Cape Verde,Africa,607.71
Toys,Togo,Africa,554.28
Computers,Tokelau,Oceania,349.8
Movies,Uzbekistan,Asia,1216.26
Garden,Czech Republic,Europe,489.6
Automotive,Ukraine,Europe,1979.64
Beauty,Niger,Africa,849.6
Home,Panama,North America,4722
Computers,Turkmenistan,Asia,564.85
Beauty,Greece,Europe,6507.6
Tools,Anguilla,North America,159.34
Outdoors,Malta,Europe,6438
Health,Ireland,Europe,5564.79
Music,Fiji,Oceania,406.08
Beauty,Belize,North America,2894.5
Books,Tokelau,Oceania,80.52
Toys,Isle of Man,Europe,2616.2
Toys,Dominica,North America,774.15
Grocery,Mozambique,Africa,86.84
Industrial,Solomon Islands,Oceania,163.85
Kids,Cape Verde,Africa,866.64
Sports,Djibouti,Africa,4516.05
Shoes,Mauritius,Africa,3709.8
Toys,Falkland Islands,South America,1372.56
Electronics,Western Sahara,Africa,878.94
Tools,Malawi,Africa,1037.97
Outdoors,New Caledonia,Oceania,2615.8
Outdoors,Liberia,Africa,3654.05
Outdoors,Antigua and Barbuda,North America,4944.31
Sports,Cuba,North America,262.6
Games,Cape Verde,Africa,528.9
Home,Morocco,Africa,3148.12
Automotive,Palestinian Territory,Asia,2243.46
Health,"Bonaire, Saint Eustatius and Saba ",North America,669.33
Beauty,Ireland,Europe,5227.32
Music,Reunion,Africa,395.4
Games,Bulgaria,Europe,955.46
Games,Panama,North America,1007.96
Automotive,Denmark,Europe,410
Sports,Palestinian Territory,Asia,61.92
Movies,Andorra,Europe,52.47
Automotive,Russia,Europe,10.03
Movies,Madagascar,Africa,7542.56
Games,Saint Lucia,North America,4274.69
Baby,New Zealand,Oceania,8575
Kids,Finland,Europe,820.04
Music,Vanuatu,Oceania,2308.78
Games,Solomon Islands,Oceania,2313.08
Shoes,Paraguay,South America,2199.06
Books,Western Sahara,Africa,13.68
Garden,Christmas Island,Asia,201.6
Beauty,Kuwait,Asia,7016.42
Automotive,Kazakhstan,Asia,3967.3
Sports,French Southern Territories,Antarctica,8027.2
Movies,Hungary,Europe,419.02
Computers,Trinidad and Tobago,North America,4863.36
Kids,Macedonia,Europe,3285.48
Shoes,Rwanda,Africa,1827
Jewelery,Bahrain,Asia,3565.06
Automotive,Norway,Europe,1618.8
Garden,Saint Lucia,North America,331.8
Games,Falkland Islands,South America,86.32
Electronics,Guadeloupe,North America,841
Automotive,United States Minor Outlying Islands,Oceania,4282.8
Toys,Bahrain,Asia,3422.14
Garden,Bermuda,North America,1582.49
Electronics,Niger,Africa,200.43
Automotive,Pakistan,Asia,633.64
Books,Nigeria,Africa,6364
Beauty,Cyprus,Europe,4272.61
Electronics,Russia,Europe,5240.55
Clothing,Saint Martin,North America,6080.48
Kids,Ireland,Europe,3472
Shoes,Montserrat,North America,2450.56
Automotive,El Salvador,North America,3734.25
Baby,Antigua and Barbuda,North America,3512.65
Shoes,French Guiana,South America,919.08
Computers,Aruba,North America,5937.19
Clothing,Belize,North America,3559.68
Home,Estonia,Europe,6919.18
Electronics,Guinea-Bissau,Africa,4220.48
Toys,Hong Kong,Asia,4558.87
Automotive,Falkland Islands,South America,2339.2
Garden,Israel,Asia,113.92
Toys,Sint Maarten,North America,371.52
Books,Svalbard and Jan Mayen,Europe,193
Baby,China,Asia,3294.74
Tools,Germany,Europe,2638.35
Shoes,Paraguay,South America,1922.41
Automotive,Ireland,Europe,939.64
Beauty,Albania,Europe,888.3
Tools,Pakistan,Asia,1994.79
Grocery,Mauritania,Africa,1137.7
Kids,Lithuania,Europe,3758.76
Kids,Honduras,North America,2250.36
Health,Switzerland,Europe,1693.32
Automotive,Armenia,Asia,358.4
Shoes,Iraq,Asia,4293.24
Home,Saint Helena,Africa,913.68
Beauty,Russia,Europe,6005.89
Games,Antarctica,Antarctica,5453.37
Outdoors,Austria,Europe,2088.98
Shoes,Chad,Africa,635.25
Kids,Slovakia,Europe,1923.18
Electronics,Dominican Republic,North America,1746.43
Grocery,Myanmar,Asia,4110.69
Kids,Kyrgyzstan,Asia,225.37
Computers,Botswana,Africa,738.99
Electronics,Vietnam,Asia,389.58
Industrial,Turks and Caicos Islands,North America,626.08
Outdoors,New Zealand,Oceania,816.9
Music,Niue,Oceania,48.7
Automotive,United Kingdom,Europe,443.44
Movies,Cocos Islands,Asia,918.48
Toys,Azerbaijan,Asia,238.95
Electronics,Turks and Caicos Islands,North America,3508.56
Home,Grenada,North America,3204.6
Tools,Maldives,Asia,5446.08
Health,Egypt,Africa,2789.05
Tools,Colombia,South America,6311.84
Computers,United States,North America,103.18
Computers,Cuba,North America,2717.52
Industrial,Spain,Europe,6651.6
Jewelery,Taiwan,Asia,1095.36
Clothing,Greece,Europe,351
Health,Senegal,Africa,654.08
Music,Dominica,North America,472.34
Automotive,Bahamas,North America,976.32
Tools,Cyprus,Europe,2284.68
Books,Montserrat,North America,2663.4
Electronics,Guatemala,North America,6104.5
Health,Latvia,Europe,7365.12
Kids,U.S. Virgin Islands,North America,192.28
Grocery,Palestinian Territory,Asia,3798.08
Tools,Micronesia,Oceania,372.28
Tools,Norfolk Island,Oceania,597.84
Health,United Kingdom,Europe,4638.54
Clothing,Zambia,Africa,4893.75
Toys,Saint Barthelemy,North America,153.68
Electronics,Netherlands,Europe,1989.4
Home,Slovenia,Europe,5278.77
Electronics,Antarctica,Antarctica,7702.08
Garden,Lithuania,Europe,1496.14
Games,Romania,Europe,5714.54
Automotive,Jersey,Europe,4638.88
Clothing,Saint Pierre and Miquelon,North America,274.05
Garden,Isle of Man,Europe,4747.19
Books,Montserrat,North America,2959.39
Baby,Afghanistan,Asia,2099.25
Garden,El Salvador,North America,2575.4
Home,Marshall Islands,Oceania,113.7
Sports,Isle of Man,Europe,234.79
Music,Guadeloupe,North America,1438.28
Industrial,Indonesia,Asia,1008.48
Baby,Kiribati,Oceania,7017.04
Grocery,Luxembourg,Europe,1320.9
Tools,Cambodia,Asia,6491.16
Baby,Belgium,Europe,1611
Movies,Greenland,North America,1295.58
Beauty,Cameroon,Africa,262.64
Health,Turkmenistan,Asia,551.15
Home,Macedonia,Europe,4217.2
Games,Namibia,Africa,1172.49
Electronics,Austria,Europe,213.18
Beauty,Ecuador,South America,4830.03
Movies,Falkland Islands,South America,6126.63
Books,Anguilla,North America,301.56
Kids,Guernsey,Europe,1066.72
Books,Portugal,Europe,663.41
Baby,Comoros,Africa,191.25
Sports,North Korea,Asia,8256.56
Jewelery,Tokelau,Oceania,265.32
Grocery,Iran,Asia,7796.07
Health,Finland,Europe,4276.48
Kids,Grenada,North America,535.8
Kids,Pakistan,Asia,3124.05
Baby,Serbia,Europe,2832.4
Tools,Saint Martin,North America,918.72
Baby,Afghanistan,Asia,8843.25
Grocery,Netherlands,Europe,2279.7
Games,Belize,North America,4099.68
Sports,Colombia,South America,5017.32
Music,Uganda,Africa,1695.1
Games,Angola,Africa,2974.4
Movies,Reunion,Africa,763.88
Shoes,French Southern Territories,Antarctica,1939.71
Garden,Afghanistan,Asia,2897.56
Movies,Bahamas,North America,2354.92
Sports,Qatar,Asia,363.12
Garden,Iran,Asia,291.64
Music,Mexico,North America,6622.5
Books,Western Sahara,Africa,2023
Jewelery,Israel,Asia,1489.2
Garden,Tonga,Oceania,6185.12
Clothing,Macedonia,Europe,6447.03
Jewelery,Chile,South America,2237.76
Books,Estonia,Europe,3946.3
Tools,Solomon Islands,Oceania,5656.16
Health,Sudan,Africa,8001.14
Games,Haiti,North America,548.08
Shoes,Marshall Islands,Oceania,1451.16
Industrial,Martinique,North America,986.72
Industrial,Sweden,Europe,1018.49
Baby,Cape Verde,Africa,1467
Outdoors,Ireland,Europe,4806.75
Kids,Western Sahara,Africa,86
Grocery,United Kingdom,Europe,6603.52
Toys,Germany,Europe,885.36
Baby,Slovakia,Europe,408.1
Toys,Romania,Europe,6382.48
Sports,Israel,Asia,8199.36
Computers,Hong Kong,Asia,783.66
Grocery,Niger,Africa,648.72
Computers,Japan,Asia,7280.08
Outdoors,Anguilla,North America,634.68
Electronics,Mali,Africa,2472.45
Beauty,Kenya,Africa,1954.72
Beauty,Bhutan,Asia,6607.5
Baby,Vatican,Europe,2002.08
Grocery,Moldova,Europe,822.9
Toys,Madagascar,Africa,263.04
Computers,Cocos Islands,Asia,1259.5
Home,Democratic Republic of the Congo,Africa,1576.28
Home,Australia,Oceania,4484.48
Home,Gibraltar,Europe,3179.36
Beauty,Uruguay,South America,7751.95
Outdoors,Kenya,Africa,4759.3
Jewelery,Tokelau,Oceania,11.76
Tools,South Korea,Asia,1467.18
Music,Cuba,North America,7257.48
Movies,Cayman Islands,North America,244.8
Grocery,Mongolia,Asia,947.85
Games,Brunei,Asia,2714.77
Health,Mongolia,Asia,3008.46
Grocery,Zambia,Africa,117.6
Shoes,Cyprus,Europe,3364.4
Toys,Namibia,Africa,509.76
Toys,Afghanistan,Asia,149.76
Sports,Paraguay,South America,4431.9
Kids,Netherlands,Europe,6494.4
Automotive,North Korea,Asia,148.59
Movies,Tajikistan,Asia,719.06
Garden,Liechtenstein,Europe,3868.02
Health,Libya,Africa,1332.45
Beauty,Haiti,North America,3787.98
Tools,Northern Mariana Islands,Oceania,2939.24
Garden,Tokelau,Oceania,28.56
Outdoors,Ecuador,South America,3933.7
Grocery,Norway,Europe,166.32
Automotive,Botswana,Africa,3972.18
Jewelery,Gambia,Africa,4848.21
Automotive,Burundi,Africa,3137.6
Beauty,Barbados,North America,316.26
Tools,San Marino,Europe,3039.73
Computers,Antarctica,Antarctica,936.96
Sports,Anguilla,North America,4294.08
Home,Brunei,Asia,552.5
Baby,New Zealand,Oceania,308.43
Outdoors,Cambodia,Asia,649.7
Health,Guadeloupe,North America,4010.04
Computers,Serbia,Europe,131.04
Industrial,Brunei,Asia,4013.38
Beauty,Lebanon,Asia,5033.7
Electronics,Cayman Islands,North America,107.28
Games,Kuwait,Asia,4187.45
Garden,Barbados,North America,2154.41
Electronics,Georgia,Asia,568.5
Outdoors,Mauritius,Africa,1891.33
Sports,Macao,Asia,307.02
Books,Nicaragua,North America,144.48
Garden,Solomon Islands,Oceania,1648.35
Toys,Netherlands,Europe,4218.9
Toys,Mexico,North America,1790.23
Clothing,Palau,Oceania,3876
Music,Cuba,North America,6412.8
Music,Guinea-Bissau,Africa,3267.84
Electronics,Suriname,South America,555.5
Computers,Macedonia,Europe,1116.5
Sports,Isle of Man,Europe,2557.21
Sports,Norfolk Island,Oceania,71.72
Toys,Palestinian Territory,Asia,1720.8
Home,South Africa,Africa,2004.77
Home,Marshall Islands,Oceania,5115.46
Baby,North Korea,Asia,67.6
Clothing,Saint Vincent and the Grenadines,North America,112.1
Clothing,Botswana,Africa,2107
Industrial,Ireland,Europe,2252.68
Beauty,Kazakhstan,Asia,2504.32
Industrial,Swaziland,Africa,1308.15
Computers,Solomon Islands,Oceania,2314.72
Electronics,Guinea-Bissau,Africa,779.52
Electronics,Cape Verde,Africa,5203.52
Computers,Falkland Islands,South America,6263.04
Music,Saudi Arabia,Asia,354.75
Home,French Guiana,South America,4461.9
Baby,Romania,Europe,4218.76
Computers,Macedonia,Europe,2327
Health,Bermuda,North America,4903.04
Electronics,Vietnam,Asia,843.37
Kids,Thailand,Asia,130.65
Books,United Kingdom,Europe,1784.22
Shoes,Seychelles,Africa,879.12
Garden,Republic of the Congo,Africa,4728.96
Beauty,Luxembourg,Europe,1120.14
Tools,Burkina Faso,Africa,281.16
Industrial,Guinea,Africa,3210.24
Health,Suriname,South America,7532.55
Baby,Gabon,Africa,4849.25
Music,Qatar,Asia,2122.32
Beauty,Svalbard and Jan Mayen,Europe,219.04
Clothing,Iceland,Europe,827.86
Music,Italy,Europe,4140.36
Clothing,Morocco,Africa,3419.1
Health,Svalbard and Jan Mayen,Europe,1679.56
Music,France,Europe,2654.62
Movies,Moldova,Europe,3500.83
Clothing,Guatemala,North America,1765.48
Outdoors,Brazil,South America,1545.48
Movies,Panama,North America,4268.54
Grocery,Austria,Europe,3739.2
Kids,Ghana,Africa,99.12
Grocery,Jamaica,North America,78.08
Automotive,Bouvet Island,Antarctica,1941.23
Jewelery,Democratic Republic of the Congo,Africa,2227
Computers,Falkland Islands,South America,819.54
Beauty,Cambodia,Asia,96.76
Outdoors,Bangladesh,Asia,4352.04
Automotive,Libya,Africa,3008.4
Sports,Liberia,Africa,3404.16
Tools,Ivory Coast,Africa,1418.97
Electronics,Turkey,Asia,20.65
Outdoors,Algeria,Africa,341.7
Clothing,Netherlands,Europe,6801.18
Grocery,Faroe Islands,Europe,189.3
Clothing,Wallis and Futuna,Oceania,6234.28
Industrial,Romania,Europe,5078.92
Jewelery,Malta,Europe,318.89
Health,Spain,Europe,162.24
Sports,France,Europe,3595.68
Grocery,Sudan,Africa,5001.03
Automotive,United Kingdom,Europe,1301.12
Jewelery,Antarctica,Antarctica,992.16
Grocery,United States,North America,2184.2
Games,Maldives,Asia,5203.66
Outdoors,Kenya,Africa,2349.57
Games,Antarctica,Antarctica,751.47
Home,Dominica,North America,1577.6
Beauty,Malaysia,Asia,5858.64
Automotive,Uruguay,South America,3874.95
Books,Palestinian Territory,Asia,4991.5
Music,Puerto Rico,North America,1137.5
Clothing,Morocco,Africa,4029.66
Outdoors,Guatemala,North America,135.74
Outdoors,Liberia,Africa,539.24
Books,Monaco,Europe,1272.24
Movies,Jordan,Asia,916.2
Music,Benin,Africa,6802.38
Sports,Kenya,Africa,725
Toys,Burundi,Africa,532.98
Kids,Belarus,Europe,2980.73
Movies,Iran,Asia,341.13
Industrial,Australia,Oceania,196.56
Books,Benin,Africa,266.06
Computers,Guatemala,North America,1020.05
Electronics,Guinea-Bissau,Africa,2344.6
Movies,Belarus,Europe,150.22
Industrial,Macao,Asia,2216.62
Books,Kiribati,Oceania,483.6
Outdoors,Burkina Faso,Africa,4070.4
Industrial,Senegal,Africa,1919.95
Outdoors,France,Europe,133
Clothing,Monaco,Europe,6985.6
Home,"Bonaire, Saint Eustatius and Saba ",North America,474.5
Jewelery,Singapore,Asia,2139.28
Games,Vatican,Europe,1308.63
Toys,Mexico,North America,1034.41
Home,Maldives,Asia,611.01
Health,Comoros,Africa,857.5
Baby,Fiji,Oceania,205.86
Toys,Dominican Republic,North America,3893.51
Outdoors,Czech Republic,Europe,558
Games,Georgia,Asia,1318.86
Sports,Martinique,North America,1199.8
Computers,Belgium,Europe,2350.56
Computers,Albania,Europe,6839.28
Jewelery,Guadeloupe,North America,3028.2
Outdoors,Burundi,Africa,1969.04
Industrial,Western Sahara,Africa,2840
Industrial,Eritrea,Africa,3137.6
Movies,Tuvalu,Oceania,713.7
Sports,Kenya,Africa,2350.56
Clothing,Albania,Europe,240.16
Books,East Timor,Oceania,334.8
Electronics,Honduras,North America,3133.1
Computers,Spain,Europe,4292.1
Movies,Liechtenstein,Europe,566.5
Clothing,Slovenia,Europe,3057.3
Tools,Isle of Man,Europe,1258.18
Toys,Pakistan,Asia,1648.29
Health,New Zealand,Oceania,770.35
Tools,Sweden,Europe,882.06
Kids,Aruba,North America,1069.2
Jewelery,Christmas Island,Asia,449.51
Sports,Nigeria,Africa,1475.6
Outdoors,France,Europe,6159.6
Baby,Swaziland,Africa,6320.95
Garden,Austria,Europe,3388
Electronics,Seychelles,Africa,784.45
Games,Saint Helena,Africa,1225.08
Shoes,Greece,Europe,51.29
Jewelery,Taiwan,Asia,8181.18
Games,Ethiopia,Africa,4180.8
Beauty,Sierra Leone,Africa,3556
Shoes,Germany,Europe,1099
Music,Gibraltar,Europe,952.74
Baby,Guadeloupe,North America,522.69
Jewelery,Australia,Oceania,2031.88
Computers,Saint Helena,Africa,1234.44
Beauty,United Arab Emirates,Asia,8320.32
Music,French Polynesia,Oceania,20
Clothing,Tonga,Oceania,6351.93
Kids,Nepal,Asia,6591
Beauty,Georgia,Asia,711.36
Industrial,Kazakhstan,Asia,5958.18
Industrial,Niue,Oceania,5033.04
Grocery,Ghana,Africa,8202.6
Garden,American Samoa,Oceania,1572.57
Outdoors,Guadeloupe,North America,542.85
Kids,Niue,Oceania,1584.6
Jewelery,Austria,Europe,5357.36
Clothing,Gambia,Africa,1683.71
Home,Peru,South America,3999.9
Industrial,Paraguay,South America,1018.08
Sports,Lesotho,Africa,1733.4
Health,Kazakhstan,Asia,1221.12
Sports,Bhutan,Asia,1003.94
Industrial,Australia,Oceania,345.1
Outdoors,Tonga,Oceania,1081.9
Grocery,East Timor,Oceania,3677.32
Garden,Reunion,Africa,3367.5
Home,Algeria,Africa,3946.85
Health,Equatorial Guinea,Africa,3920.34
Games,South Korea,Asia,1857.44
Sports,Qatar,Asia,3795
Music,Bahrain,Asia,981.76
Books,Liechtenstein,Europe,3470.72
Grocery,French Southern Territories,Antarctica,7010.25
Beauty,Wallis and Futuna,Oceania,8120.52
Movies,Anguilla,North America,3546.54
Jewelery,Ivory Coast,Africa,3636.12
Automotive,Niger,Africa,1646.33
Kids,Tanzania,Africa,45.1
Baby,Moldova,Europe,4019.58
Shoes,Armenia,Asia,5410.26
Beauty,Zimbabwe,Africa,1925
Automotive,Cayman Islands,North America,5284.09
Beauty,Iran,Asia,184.8
Baby,Hungary,Europe,3837.08
Books,Lithuania,Europe,6343.02
Sports,Mauritius,Africa,667
Baby,New Zealand,Oceania,205.36
Clothing,Iraq,Asia,1115.01
Music,Norway,Europe,4585.13
Industrial,Norway,Europe,4775.43
Games,Republic of the Congo,Africa,4212.68
Kids,Malawi,Africa,5069.43
Kids,Guatemala,North America,6311.25
Toys,Taiwan,Asia,2157.36
Music,United States,North America,2572.8
Toys,Andorra,Europe,2346.27
Beauty,New Zealand,Oceania,7068.77
Garden,Philippines,Asia,93.74
Sports,Equatorial Guinea,Africa,162.8
Health,Saint Helena,Africa,5182.31
Electronics,Falkland Islands,South America,427.5
Beauty,New Caledonia,Oceania,238.05
Jewelery,Afghanistan,Asia,420.07
Sports,Cook Islands,Oceania,2447.28
Beauty,Brunei,Asia,2841.63
Home,Northern Mariana Islands,Oceania,505.47
Toys,Guyana,South America,5051.08
Home,East Timor,Oceania,1176.07
Toys,Ghana,Africa,3028.92
Jewelery,Djibouti,Africa,295.2
Computers,Tajikistan,Asia,818.9
Games,Australia,Oceania,2099.25
Tools,Bolivia,South America,390.58
Baby,Zambia,Africa,6880.14
Industrial,Kiribati,Oceania,37.31
Industrial,Morocco,Africa,2049.75
Automotive,Cyprus,Europe,2282.68
Garden,Netherlands,Europe,2720.9
Beauty,United States,North America,2224.8
Kids,Palestinian Territory,Asia,2614.5
Games,Norway,Europe,671.66
Baby,Tajikistan,Asia,339.2
Electronics,Republic of the Congo,Africa,49.2
Music,Zimbabwe,Africa,4427.19
Electronics,Armenia,Asia,2268.6
Health,Guadeloupe,North America,1374.75
Baby,South Africa,Africa,1778.7
Electronics,Malaysia,Asia,1297.89
Grocery,United States Minor Outlying Islands,Oceania,337.68
Tools,Anguilla,North America,2326.5
Electronics,Tonga,Oceania,1347.58
Music,Jordan,Asia,2575.4
Clothing,South Sudan,Africa,651.75
Kids,Niue,Oceania,1935.87
Games,Maldives,Asia,2709
Sports,American Samoa,Oceania,39.84
Games,Ivory Coast,Africa,1350.72
Kids,Reunion,Africa,814.35
Music,Malta,Europe,343.62
Home,Hungary,Europe,83.2
Computers,Botswana,Africa,3850.2
Outdoors,Guinea,Africa,1764.53
Electronics,Albania,Europe,1604.76
Industrial,Paraguay,South America,1400.6
Music,Republic of the Congo,Africa,5703.84
Computers,Macedonia,Europe,3729.77
Electronics,Ireland,Europe,2144.34
Kids,British Indian Ocean Territory,Asia,7755.34
Automotive,Northern Mariana Islands,Oceania,1098.92
Sports,Vietnam,Asia,1128.12
Games,Cuba,North America,2947.05
Computers,Denmark,Europe,4208.01
Games,Anguilla,North America,1189.12
Jewelery,Eritrea,Africa,4615.5
Jewelery,Rwanda,Africa,902.72
Home,Netherlands,Europe,508.28
Games,Gambia,Africa,1458.48
Books,Netherlands,Europe,4718.28
Industrial,United States Minor Outlying Islands,Oceania,2698
Grocery,Guam,Oceania,4114.24
Beauty,Gambia,Africa,7623
Jewelery,Uruguay,South America,4899.84
Clothing,Burkina Faso,Africa,2630.4
Electronics,Falkland Islands,South America,2517.04
Kids,Macedonia,Europe,5836.75
Beauty,Martinique,North America,5204.48
Electronics,Sweden,Europe,107.73
Games,Luxembourg,Europe,4762.95
Health,Guinea-Bissau,Africa,733.46
Games,Honduras,North America,186.96
Electronics,Georgia,Asia,7181.24
Industrial,Palestinian Territory,Asia,2256
Industrial,Equatorial Guinea,Africa,4517.76
Games,Cyprus,Europe,1659.27
Movies,Finland,Europe,764.94
Garden,Heard Island and McDonald Islands,Antarctica,8919.9
Sports,Australia,Oceania,1158.5
Electronics,Grenada,North America,599.9
Automotive,Equatorial Guinea,Africa,1507.38
Outdoors,Cameroon,Africa,7397.8
Automotive,Fiji,Oceania,2062.83
Industrial,Western Sahara,Africa,249.48
Books,New Zealand,Oceania,2120.95
Automotive,Mayotte,Africa,3099.34
Health,Canada,North America,1902.32
Kids,Monaco,Europe,147.56
Computers,Armenia,Asia,66.42
Baby,Niue,Oceania,4295.5
Garden,Turks and Caicos Islands,North America,673.92
Outdoors,French Guiana,South America,811.06
Electronics,Niger,Africa,850.08
Automotive,Norfolk Island,Oceania,1681.48
Kids,Yemen,Asia,2151.8
Games,Sudan,Africa,1520.48
Toys,Northern Mariana Islands,Oceania,809.1
Grocery,Anguilla,North America,113.24
Music,Turks and Caicos Islands,North America,1089.46
Automotive,Cuba,North America,107.28
Beauty,United Arab Emirates,Asia,227.8
Kids,Moldova,Europe,116.61
Movies,Bangladesh,Asia,5551.52
Music,Togo,Africa,6275.79
Baby,Palestinian Territory,Asia,1521.18
Health,Sri Lanka,Asia,157.95
Computers,Gambia,Africa,6253.59
Shoes,Saint Pierre and Miquelon,North America,95.2
Health,Nauru,Oceania,3188.97
Music,Pitcairn,Oceania,1104.5
Games,Cayman Islands,North America,1830.84
Books,Mauritania,Africa,671.5
Industrial,Vietnam,Asia,600.6
Toys,Cape Verde,Africa,2708.48
Clothing,Dominica,North America,561.46
Computers,Cayman Islands,North America,2306.7
Games,Argentina,South America,521.52
Music,Republic of the Congo,Africa,1160.63
Health,Libya,Africa,223.72
Kids,Turkey,Asia,126.84
Movies,Guyana,South America,4051.93
Baby,Seychelles,Africa,900.22
Automotive,Myanmar,Asia,3129.6
Movies,Liberia,Africa,3563.2
Computers,Estonia,Europe,5962.06
Garden,Guam,Oceania,667.44
Sports,Solomon Islands,Oceania,6262.22
Tools,Liberia,Africa,1339.52
Outdoors,Reunion,Africa,3010.35
Grocery,Luxembourg,Europe,2504.8
Movies,Macao,Asia,3721.36
Baby,United Arab Emirates,Asia,7411.9
Movies,Serbia,Europe,2643.75
Shoes,Armenia,Asia,26.46
Games,Armenia,Asia,1499.35
Industrial,Heard Island and McDonald Islands,Antarctica,277.2
Computers,Angola,Africa,869.44
Garden,British Virgin Islands,North America,1017.57
Shoes,Guinea,Africa,1949.7
Jewelery,Tonga,Oceania,3812.38
Kids,Pitcairn,Oceania,4128.54
Jewelery,Martinique,North America,715.3
Toys,Guam,Oceania,729.96
Shoes,Greece,Europe,797.58
Computers,Belarus,Europe,2462.04
Outdoors,Uzbekistan,Asia,2835
Garden,Afghanistan,Asia,5179.1
Home,Saint Pierre and Miquelon,North America,2621.78
Jewelery,Western Sahara,Africa,30.1
Movies,Solomon Islands,Oceania,7892.91
Jewelery,Uzbekistan,Asia,1034.88
Movies,Bermuda,North America,6255.1
Music,Belarus,Europe,1833.4
Tools,Hong Kong,Asia,1043.55
Jewelery,Ivory Coast,Africa,1825
Outdoors,Slovakia,Europe,6724.8
Toys,Latvia,Europe,1049.58
Music,Nepal,Asia,2431.3
Health,Liberia,Africa,6809.79
Automotive,Latvia,Europe,201.24
Grocery,Suriname,South America,3176.04
Automotive,Nigeria,Africa,3226.24
Home,Honduras,North America,139.6
Sports,Curacao,North America,2371.12
Computers,Ghana,Africa,3294.72
Toys,American Samoa,Oceania,2026.08
Music,Lesotho,Africa,858.5
Books,British Indian Ocean Territory,Asia,4415.7
Kids,Tuvalu,Oceania,5116.32
Industrial,Nigeria,Africa,1722.6
Clothing,Niue,Oceania,6779.96
Movies,Mauritania,Africa,4880.25
Beauty,Taiwan,Asia,110.44
Games,Sweden,Europe,2689.75
Computers,Western Sahara,Africa,7115.78
Games,Egypt,Africa,367.84
Baby,Dominican Republic,North America,1162.24
Sports,Georgia,Asia,72.8
Home,Trinidad and Tobago,North America,5065.4
Books,Kenya,Africa,97.2
Baby,Peru,South America,1285.2
Movies,Montserrat,North America,1691.68
Sports,Brunei,Asia,176.41
Electronics,Cambodia,Asia,6255.81
Music,Gambia,Africa,2088.75
Games,Vanuatu,Oceania,1257.9
Grocery,South Korea,Asia,1729.56
Health,Togo,Africa,458.89
Movies,Falkland Islands,South America,324.1
Beauty,Bermuda,North America,1800
Books,Macedonia,Europe,1839.13
Electronics,Saint Barthelemy,North America,5574.42
Toys,Norway,Europe,2508.8
Grocery,Italy,Europe,6723.9
Computers,Northern Mariana Islands,Oceania,1794
Kids,Russia,Europe,1360.4
Toys,Japan,Asia,541.44
Automotive,Myanmar,Asia,5762.94
Beauty,Nicaragua,North America,7125.3
Industrial,Aland Islands,Europe,246.75
Movies,Nauru,Oceania,2623.64
Garden,Germany,Europe,4227.86
Shoes,Tajikistan,Asia,1292.32
Toys,Afghanistan,Asia,2096.5
Clothing,Latvia,Europe,5891.9
Electronics,Aruba,North America,848
Grocery,Andorra,Europe,2595.92
Computers,Tokelau,Oceania,609.65
Movies,Egypt,Africa,2067.2
Computers,Spain,Europe,701.76
Jewelery,Ireland,Europe,2124.87
Home,Tajikistan,Asia,4700.97
Books,French Guiana,South America,1735.02
Computers,Sierra Leone,Africa,3994.18
Sports,Benin,Africa,3906.12
Movies,Bulgaria,Europe,3764.05
